tenure,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,AverageCharges,Churn
72,Fiber optic,Yes,Two year,Bank transfer (automatic),110.45,7982.5,110.87,0
68,Fiber optic,No,Month-to-month,Electronic check,84.65,5683.6,83.58,0
67,DSL,Yes,One year,Mailed check,60.05,3994.05,59.61,0
8,DSL,No,Month-to-month,Bank transfer (automatic),44.65,369.15,46.14,0
52,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),93.25,4631.7,89.07,0
18,No,No internet service,Month-to-month,Mailed check,20.25,401.95,22.33,0
59,No,No internet service,Two year,Mailed check,25.45,1534.05,26.0,0
60,No,No internet service,Two year,Mailed check,20.6,1093.0,18.22,0
7,Fiber optic,No,Month-to-month,Electronic check,94.1,701.3,100.19,0
59,DSL,No,One year,Mailed check,34.8,1980.3,33.56,0
46,DSL,Yes,Two year,Bank transfer (automatic),60.75,2893.4,62.9,0
5,DSL,No,Month-to-month,Electronic check,51.35,262.3,52.46,0
59,DSL,Yes,Two year,Credit card (automatic),64.05,3886.85,65.88,0
70,DSL,Yes,Two year,Bank transfer (automatic),84.8,5917.55,84.54,0
14,Fiber optic,No,Month-to-month,Credit card (automatic),71.0,914.0,65.29,1
44,DSL,No,Month-to-month,Mailed check,50.15,2139.1,48.62,0
64,Fiber optic,No,Two year,Credit card (automatic),94.6,5948.7,92.95,0
58,DSL,Yes,Two year,Mailed check,59.75,3624.35,62.49,0
46,Fiber optic,Yes,One year,Electronic check,100.25,4753.85,103.34,0
58,Fiber optic,No,Month-to-month,Electronic check,98.9,5780.7,99.67,0
72,Fiber optic,No,Two year,Credit card (automatic),97.7,6869.7,95.41,0
30,DSL,No,Month-to-month,Electronic check,40.3,1172.95,39.1,1
11,DSL,No,Month-to-month,Bank transfer (automatic),60.25,662.95,60.27,0
34,DSL,No,Month-to-month,Electronic check,56.25,1765.95,51.94,0
54,DSL,No,Two year,Bank transfer (automatic),46.2,2431.95,45.04,0
3,DSL,No,Month-to-month,Electronic check,50.6,155.35,51.78,1
72,No,No internet service,Two year,Mailed check,24.9,1859.2,25.82,0
40,Fiber optic,Yes,Month-to-month,Electronic check,84.85,3303.05,82.58,1
2,DSL,No,Month-to-month,Mailed check,65.7,134.35,67.18,1
54,DSL,No,Two year,Credit card (automatic),63.35,3409.1,63.13,0
14,DSL,No,Month-to-month,Bank transfer (automatic),50.1,709.5,50.68,0
1,Fiber optic,No,Month-to-month,Electronic check,70.5,70.5,70.5,1
10,Fiber optic,No,Month-to-month,Electronic check,94.85,953.45,95.34,1
1,DSL,No,Month-to-month,Electronic check,50.15,50.15,50.15,0
1,No,No internet service,Month-to-month,Mailed check,19.75,19.75,19.75,1
56,DSL,Yes,One year,Bank transfer (automatic),64.65,3665.55,65.46,0
68,DSL,Yes,Two year,Bank transfer (automatic),79.6,5515.8,81.11,0
14,No,No internet service,One year,Mailed check,19.5,272.0,19.43,0
68,Fiber optic,Yes,Two year,Electronic check,99.55,6668.0,98.06,0
55,Fiber optic,No,Month-to-month,Electronic check,74.0,4052.4,73.68,0
16,DSL,No,Month-to-month,Electronic check,38.9,664.4,41.52,0
9,Fiber optic,No,Month-to-month,Electronic check,79.55,718.55,79.84,0
14,DSL,No,Month-to-month,Electronic check,65.45,937.6,66.97,1
58,Fiber optic,No,Month-to-month,Electronic check,98.7,5812.6,100.22,1
53,DSL,No,Month-to-month,Bank transfer (automatic),46.3,2546.85,48.05,0
70,Fiber optic,No,Two year,Credit card (automatic),99.35,6944.5,99.21,0
14,Fiber optic,No,Month-to-month,Electronic check,95.8,1346.3,96.16,0
22,DSL,Yes,One year,Bank transfer (automatic),67.5,1544.05,70.18,1
10,Fiber optic,No,Month-to-month,Credit card (automatic),78.15,765.15,76.52,0
29,No,No internet service,Two year,Mailed check,26.1,692.55,23.88,0
1,Fiber optic,No,Month-to-month,Electronic check,69.6,69.6,69.6,1
49,DSL,Yes,One year,Electronic check,84.35,4059.35,82.84,1
68,Fiber optic,No,Month-to-month,Electronic check,100.2,6851.65,100.76,1
1,Fiber optic,No,Month-to-month,Electronic check,78.05,78.05,78.05,1
30,DSL,Yes,One year,Credit card (automatic),40.35,1187.05,39.57,0
72,DSL,Yes,Two year,Credit card (automatic),79.2,5401.9,75.03,0
10,No,No internet service,Month-to-month,Mailed check,20.9,247.0,24.7,0
7,Fiber optic,No,Month-to-month,Electronic check,73.6,520.0,74.29,1
9,Fiber optic,No,Month-to-month,Electronic check,74.75,706.6,78.51,1
1,DSL,No,Month-to-month,Mailed check,49.9,49.9,49.9,0
20,DSL,Yes,Month-to-month,Credit card (automatic),68.9,1370.35,68.52,0
1,No,No internet service,Month-to-month,Mailed check,20.25,20.25,20.25,0
29,Fiber optic,No,Month-to-month,Credit card (automatic),76.0,2215.25,76.39,0
1,Fiber optic,Yes,Month-to-month,Electronic check,74.0,74.0,74.0,0
3,Fiber optic,Yes,Month-to-month,Mailed check,82.3,214.4,71.47,0
20,Fiber optic,No,Month-to-month,Bank transfer (automatic),89.4,1871.15,93.56,0
64,Fiber optic,Yes,Month-to-month,Credit card (automatic),99.15,6171.2,96.42,0
1,No,No internet service,Month-to-month,Mailed check,20.2,20.2,20.2,1
6,DSL,No,Month-to-month,Bank transfer (automatic),29.45,161.45,26.91,0
50,No,No internet service,Two year,Electronic check,19.8,1013.2,20.26,0
6,DSL,No,Month-to-month,Bank transfer (automatic),59.15,336.7,56.12,0
7,DSL,No,Month-to-month,Electronic check,44.75,333.65,47.66,0
72,Fiber optic,No,Two year,Credit card (automatic),90.8,6511.8,90.44,0
8,DSL,No,Month-to-month,Bank transfer (automatic),49.55,393.45,49.18,0
67,Fiber optic,Yes,Two year,Credit card (automatic),106.7,7009.5,104.62,0
24,Fiber optic,No,Month-to-month,Electronic check,93.55,2264.05,94.34,1
72,Fiber optic,No,Two year,Credit card (automatic),94.45,6921.7,96.13,0
33,No,No internet service,One year,Bank transfer (automatic),19.45,600.25,18.19,0
2,DSL,No,Month-to-month,Electronic check,25.05,56.35,28.18,1
70,DSL,Yes,Two year,Mailed check,67.95,4664.15,66.63,0
22,DSL,No,One year,Bank transfer (automatic),65.25,1441.8,65.54,0
59,Fiber optic,No,Month-to-month,Bank transfer (automatic),99.45,5623.7,95.32,0
36,No,No internet service,One year,Credit card (automatic),20.35,695.85,19.33,0
51,No,No internet service,Two year,Mailed check,19.95,1028.75,20.17,0
53,DSL,Yes,One year,Bank transfer (automatic),77.4,4155.95,78.41,0
20,No,No internet service,One year,Bank transfer (automatic),19.7,395.6,19.78,0
63,Fiber optic,No,Two year,Credit card (automatic),99.7,6330.4,100.48,0
40,Fiber optic,No,Month-to-month,Credit card (automatic),74.8,2971.7,74.29,0
35,No,No internet service,One year,Mailed check,19.15,638.0,18.23,0
26,Fiber optic,No,One year,Bank transfer (automatic),78.95,2034.25,78.24,0
27,Fiber optic,No,Month-to-month,Electronic check,95.55,2510.2,92.97,1
53,DSL,Yes,One year,Credit card (automatic),62.85,3419.5,64.52,0
34,Fiber optic,No,Month-to-month,Credit card (automatic),71.55,2427.35,71.39,0
19,Fiber optic,No,Month-to-month,Electronic check,94.95,1760.25,92.64,0
43,Fiber optic,No,Month-to-month,Credit card (automatic),86.1,3551.65,82.6,0
6,No,No internet service,Month-to-month,Mailed check,19.55,122.9,20.48,0
56,No,No internet service,Two year,Mailed check,24.8,1424.2,25.43,0
57,DSL,No,Month-to-month,Electronic check,39.3,2111.45,37.04,1
34,Fiber optic,No,Month-to-month,Mailed check,84.05,2909.95,85.59,0
10,DSL,Yes,Month-to-month,Electronic check,36.25,374.0,37.4,0
1,No,No internet service,Month-to-month,Mailed check,20.25,20.25,20.25,1
13,DSL,No,Month-to-month,Electronic check,23.9,300.8,23.14,1
56,Fiber optic,No,Month-to-month,Electronic check,98.6,5581.05,99.66,0
55,Fiber optic,No,Month-to-month,Credit card (automatic),103.65,5676.65,103.21,0
36,DSL,Yes,Two year,Credit card (automatic),92.9,3379.25,93.87,0
47,No,No internet service,One year,Bank transfer (automatic),19.9,942.95,20.06,0
12,No,No internet service,Month-to-month,Credit card (automatic),20.1,232.4,19.37,0
1,Fiber optic,No,Month-to-month,Electronic check,85.45,85.45,85.45,1
24,Fiber optic,No,Month-to-month,Electronic check,80.5,2088.45,87.02,0
63,Fiber optic,No,One year,Bank transfer (automatic),99.9,6137.0,97.41,1
35,DSL,No,Month-to-month,Electronic check,39.85,1434.6,40.99,0
67,DSL,Yes,One year,Credit card (automatic),60.5,3870.0,57.76,0
25,Fiber optic,No,Month-to-month,Electronic check,84.8,2043.45,81.74,1
21,Fiber optic,No,Month-to-month,Mailed check,103.85,2215.0,105.48,0
13,DSL,Yes,Month-to-month,Bank transfer (automatic),67.8,842.25,64.79,0
35,Fiber optic,No,Month-to-month,Electronic check,75.2,2576.2,73.61,1
71,No,No internet service,Two year,Bank transfer (automatic),24.85,1901.0,26.77,0
29,No,No internet service,Month-to-month,Credit card (automatic),19.35,601.6,20.74,0
71,DSL,No,Two year,Electronic check,49.35,3515.25,49.51,1
7,Fiber optic,No,Month-to-month,Electronic check,89.0,605.45,86.49,0
57,DSL,No,Month-to-month,Electronic check,55.0,3094.05,54.28,0
65,DSL,Yes,Two year,Bank transfer (automatic),76.15,4929.55,75.84,0
27,No,No internet service,One year,Mailed check,20.3,595.05,22.04,0
6,Fiber optic,No,Month-to-month,Electronic check,74.9,469.8,78.3,1
72,Fiber optic,Yes,Two year,Credit card (automatic),117.35,8436.25,117.17,0
1,No,No internet service,Month-to-month,Mailed check,19.75,19.75,19.75,0
11,DSL,No,Month-to-month,Credit card (automatic),45.2,492.0,44.73,0
39,No,No internet service,Two year,Mailed check,25.2,987.95,25.33,0
59,Fiber optic,No,Month-to-month,Electronic check,89.75,5496.9,93.17,0
26,DSL,Yes,One year,Bank transfer (automatic),75.0,1908.35,73.4,0
2,DSL,No,Month-to-month,Mailed check,49.95,107.1,53.55,0
72,DSL,Yes,Two year,Bank transfer (automatic),65.7,4575.35,63.55,0
65,DSL,No,One year,Credit card (automatic),67.05,4309.55,66.3,0
72,Fiber optic,Yes,Two year,Credit card (automatic),110.9,7922.75,110.04,0
6,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),87.95,522.35,87.06,0
32,No,No internet service,One year,Credit card (automatic),19.8,587.7,18.37,0
50,DSL,No,One year,Bank transfer (automatic),75.7,3876.2,77.52,0
61,DSL,Yes,Two year,Mailed check,62.15,3778.85,61.95,0
15,Fiber optic,No,Month-to-month,Electronic check,101.25,1457.25,97.15,1
72,Fiber optic,Yes,Two year,Bank transfer (automatic),115.15,8349.45,115.96,0
9,No,No internet service,Month-to-month,Mailed check,18.95,185.6,20.62,1
1,No,No internet service,Month-to-month,Mailed check,19.5,19.5,19.5,0
12,Fiber optic,No,Month-to-month,Electronic check,86.55,1066.9,88.91,0
37,DSL,Yes,Month-to-month,Credit card (automatic),28.6,973.55,26.31,1
61,No,No internet service,One year,Mailed check,20.4,1226.45,20.11,0
18,No,No internet service,One year,Bank transfer (automatic),19.8,342.3,19.02,0
21,DSL,No,Month-to-month,Mailed check,45.65,985.05,46.91,0
68,DSL,Yes,Two year,Mailed check,56.4,3948.45,58.07,0
12,Fiber optic,No,Month-to-month,Credit card (automatic),73.3,828.05,69.0,0
2,DSL,No,Month-to-month,Electronic check,24.35,41.85,20.92,1
62,Fiber optic,No,Month-to-month,Electronic check,101.35,6164.7,99.43,0
29,Fiber optic,Yes,Month-to-month,Electronic check,98.65,2862.75,98.72,1
1,DSL,Yes,Month-to-month,Mailed check,33.6,33.6,33.6,0
5,Fiber optic,No,Month-to-month,Bank transfer (automatic),79.9,343.95,68.79,1
1,No,No internet service,Month-to-month,Electronic check,20.7,20.7,20.7,0
62,Fiber optic,Yes,Two year,Electronic check,104.05,6590.5,106.3,0
36,No,No internet service,Two year,Bank transfer (automatic),20.25,717.95,19.94,0
28,Fiber optic,Yes,Month-to-month,Electronic check,103.3,2890.65,103.24,1
69,DSL,Yes,One year,Credit card (automatic),73.7,4885.85,70.81,0
11,Fiber optic,Yes,Month-to-month,Credit card (automatic),96.2,1222.05,111.1,1
63,Fiber optic,Yes,Month-to-month,Electronic check,108.75,6871.7,109.07,0
23,No,No internet service,One year,Bank transfer (automatic),20.15,405.6,17.63,0
10,No,No internet service,Month-to-month,Credit card (automatic),19.75,208.25,20.82,0
71,No,No internet service,Two year,Credit card (automatic),25.95,1801.9,25.38,0
45,DSL,Yes,Month-to-month,Electronic check,70.05,3062.45,68.05,0
70,No,No internet service,Two year,Mailed check,24.05,1764.75,25.21,0
22,Fiber optic,No,Month-to-month,Electronic check,84.75,1816.75,82.58,0
52,No,No internet service,Two year,Mailed check,23.05,1255.1,24.14,0
55,Fiber optic,Yes,One year,Electronic check,104.15,5743.05,104.42,1
65,DSL,Yes,Two year,Credit card (automatic),59.95,3921.1,60.32,0
72,No,No internet service,Two year,Bank transfer (automatic),19.55,1463.45,20.33,0
10,No,No internet service,One year,Bank transfer (automatic),19.6,189.45,18.94,0
7,No,No internet service,One year,Mailed check,20.05,96.8,13.83,0
5,Fiber optic,No,Month-to-month,Electronic check,85.55,408.5,81.7,0
24,DSL,No,Two year,Credit card (automatic),78.6,1846.65,76.94,0
72,Fiber optic,Yes,Two year,Credit card (automatic),116.8,8456.75,117.45,0
21,DSL,Yes,Month-to-month,Mailed check,43.55,1011.5,48.17,0
69,DSL,Yes,One year,Credit card (automatic),60.8,4263.4,61.79,0
44,DSL,Yes,Month-to-month,Bank transfer (automatic),54.9,2549.1,57.93,0
61,DSL,No,One year,Electronic check,65.2,3965.05,65.0,0
24,Fiber optic,No,Month-to-month,Credit card (automatic),102.95,2496.7,104.03,1
1,Fiber optic,No,Month-to-month,Electronic check,90.6,90.6,90.6,1
6,DSL,Yes,Month-to-month,Bank transfer (automatic),50.8,288.05,48.01,1
4,Fiber optic,No,Month-to-month,Electronic check,90.05,368.1,92.02,1
72,Fiber optic,Yes,Two year,Electronic check,108.2,7840.6,108.9,0
72,DSL,Yes,Two year,Bank transfer (automatic),92.0,6632.75,92.12,0
14,Fiber optic,No,Month-to-month,Electronic check,75.1,1013.35,72.38,0
7,No,No internet service,Month-to-month,Bank transfer (automatic),25.05,152.95,21.85,0
48,Fiber optic,No,One year,Electronic check,75.15,3772.65,78.6,0
55,No,No internet service,One year,Mailed check,19.5,1026.35,18.66,0
1,No,No internet service,Month-to-month,Credit card (automatic),19.3,19.3,19.3,0
45,Fiber optic,Yes,One year,Credit card (automatic),112.2,5031.85,111.82,0
3,Fiber optic,No,Month-to-month,Mailed check,70.3,220.4,73.47,0
71,No,No internet service,Two year,Mailed check,19.6,1416.5,19.95,0
8,No,No internet service,Month-to-month,Mailed check,20.25,158.35,19.79,0
3,Fiber optic,No,Month-to-month,Electronic check,75.85,256.6,85.53,1
69,DSL,Yes,Two year,Bank transfer (automatic),80.65,5542.55,80.33,0
1,Fiber optic,No,Month-to-month,Electronic check,68.5,68.5,68.5,1
72,Fiber optic,Yes,Two year,Credit card (automatic),115.75,8443.7,117.27,0
11,Fiber optic,No,Month-to-month,Electronic check,73.5,791.75,71.98,1
71,DSL,Yes,Two year,Bank transfer (automatic),80.6,5708.2,80.4,0
1,Fiber optic,No,Month-to-month,Mailed check,69.95,69.95,69.95,1
33,DSL,Yes,Two year,Bank transfer (automatic),59.55,2016.3,61.1,0
16,No,No internet service,One year,Mailed check,19.05,326.65,20.42,0
56,Fiber optic,Yes,One year,Electronic check,95.65,5471.75,97.71,0
1,No,No internet service,Month-to-month,Credit card (automatic),19.95,19.95,19.95,0
5,DSL,No,Month-to-month,Electronic check,70.05,346.4,69.28,1
57,No,No internet service,One year,Mailed check,19.4,1061.6,18.62,0
56,DSL,No,One year,Credit card (automatic),36.1,1971.5,35.21,0
8,Fiber optic,No,Month-to-month,Electronic check,94.0,773.65,96.71,1
22,DSL,No,Month-to-month,Mailed check,61.15,1422.05,64.64,1
1,No,No internet service,Month-to-month,Mailed check,19.75,19.75,19.75,0
40,DSL,Yes,Month-to-month,Credit card (automatic),64.1,2460.35,61.51,0
46,No,No internet service,Two year,Credit card (automatic),19.75,856.5,18.62,0
63,No,No internet service,Two year,Mailed check,19.7,1275.85,20.25,0
68,Fiber optic,No,Two year,Electronic check,110.2,7467.5,109.82,0
69,Fiber optic,Yes,Two year,Credit card (automatic),106.35,7261.75,105.24,0
56,Fiber optic,Yes,Month-to-month,Electronic check,90.55,5116.6,91.37,0
10,DSL,No,One year,Mailed check,65.9,660.05,66.0,0
63,Fiber optic,Yes,One year,Credit card (automatic),104.5,6590.8,104.62,0
24,DSL,Yes,Two year,Mailed check,52.5,1208.15,50.34,0
19,DSL,No,Month-to-month,Mailed check,56.1,1033.9,54.42,0
22,Fiber optic,No,Month-to-month,Electronic check,88.75,1885.15,85.69,0
29,Fiber optic,No,Month-to-month,Electronic check,84.45,2467.1,85.07,1
13,DSL,No,One year,Mailed check,75.3,989.45,76.11,1
70,No,No internet service,Two year,Bank transfer (automatic),26.0,2006.95,28.67,0
49,Fiber optic,No,Month-to-month,Electronic check,99.4,5025.0,102.55,0
43,Fiber optic,Yes,One year,Mailed check,109.55,4830.25,112.33,1
3,No,No internet service,Month-to-month,Mailed check,19.6,59.75,19.92,1
42,DSL,Yes,One year,Electronic check,73.15,3088.25,73.53,0
57,DSL,Yes,One year,Mailed check,54.65,3134.7,54.99,0
2,DSL,No,Month-to-month,Bank transfer (automatic),66.4,94.55,47.28,1
72,Fiber optic,Yes,Two year,Credit card (automatic),115.55,8312.4,115.45,0
46,Fiber optic,No,Month-to-month,Electronic check,104.45,4863.85,105.74,0
66,Fiber optic,Yes,Month-to-month,Credit card (automatic),100.05,6871.9,104.12,1
62,Fiber optic,Yes,One year,Electronic check,102.0,6529.25,105.31,1
72,DSL,Yes,Two year,Bank transfer (automatic),91.15,6637.9,92.19,0
35,Fiber optic,Yes,One year,Electronic check,89.7,3165.6,90.45,0
17,Fiber optic,No,Month-to-month,Credit card (automatic),90.2,1454.15,85.54,1
72,DSL,Yes,Two year,Electronic check,92.4,6786.1,94.25,0
28,No,No internet service,One year,Mailed check,19.9,543.0,19.39,0
56,No,No internet service,Two year,Credit card (automatic),25.15,1327.15,23.7,1
31,Fiber optic,Yes,Month-to-month,Credit card (automatic),79.85,2404.15,77.55,1
45,No,No internet service,One year,Bank transfer (automatic),18.85,867.3,19.27,0
1,No,No internet service,Month-to-month,Mailed check,25.75,25.75,25.75,0
2,DSL,No,Month-to-month,Mailed check,49.6,114.7,57.35,1
6,No,No internet service,Month-to-month,Mailed check,20.95,109.5,18.25,0
48,Fiber optic,No,One year,Electronic check,97.05,4692.95,97.77,0
25,No,No internet service,Month-to-month,Bank transfer (automatic),25.4,546.85,21.87,0
64,No,No internet service,Two year,Bank transfer (automatic),19.7,1274.05,19.91,0
50,DSL,No,Month-to-month,Mailed check,35.0,1782.4,35.65,0
52,Fiber optic,No,One year,Bank transfer (automatic),101.25,5301.1,101.94,0
4,Fiber optic,No,Month-to-month,Electronic check,70.2,280.35,70.09,0
32,Fiber optic,No,Month-to-month,Electronic check,90.95,2897.95,90.56,0
45,DSL,Yes,Two year,Credit card (automatic),73.85,3371.0,74.91,0
9,Fiber optic,No,Month-to-month,Electronic check,88.05,801.3,89.03,0
66,Fiber optic,Yes,One year,Credit card (automatic),105.95,6975.25,105.69,1
3,Fiber optic,No,Month-to-month,Electronic check,91.85,257.05,85.68,1
54,No,No internet service,Two year,Mailed check,20.1,1079.45,19.99,0
1,DSL,Yes,Month-to-month,Electronic check,40.1,40.1,40.1,1
64,Fiber optic,Yes,Two year,Bank transfer (automatic),110.3,6997.3,109.33,0
31,Fiber optic,No,Month-to-month,Electronic check,73.9,2217.15,71.52,1
14,Fiber optic,No,Month-to-month,Mailed check,89.8,1129.1,80.65,1
12,Fiber optic,No,One year,Credit card (automatic),85.15,979.05,81.59,0
67,DSL,Yes,One year,Bank transfer (automatic),60.95,4119.4,61.48,0
35,DSL,Yes,Month-to-month,Electronic check,72.25,2568.55,73.39,1
45,DSL,Yes,Two year,Mailed check,73.55,3349.1,74.42,0
10,DSL,No,Month-to-month,Mailed check,46.0,492.1,49.21,0
29,DSL,No,Month-to-month,Bank transfer (automatic),58.55,1718.95,59.27,0
24,No,No internet service,One year,Bank transfer (automatic),24.6,605.25,25.22,0
66,No,No internet service,Two year,Mailed check,19.75,1344.5,20.37,0
51,Fiber optic,No,One year,Mailed check,86.35,4267.15,83.67,0
45,No,No internet service,Two year,Mailed check,25.5,1121.05,24.91,0
49,No,No internet service,One year,Credit card (automatic),19.0,918.7,18.75,0
29,No,No internet service,Two year,Mailed check,19.55,521.8,17.99,0
40,Fiber optic,Yes,Month-to-month,Credit card (automatic),110.1,4469.1,111.73,0
37,Fiber optic,No,Month-to-month,Electronic check,96.55,3580.3,96.76,1
25,Fiber optic,No,Month-to-month,Electronic check,69.75,1729.35,69.17,0
22,DSL,No,Month-to-month,Electronic check,50.6,1073.3,48.79,0
72,DSL,Yes,Two year,Bank transfer (automatic),65.6,4566.5,63.42,0
7,DSL,No,Month-to-month,Credit card (automatic),40.1,293.3,41.9,1
